township_id,annual_precipitation_mm
T115R08W6,442
T115R09W4,349
T115R09W5,461
T115R09W6,442
T115R10W4,346
T115R10W5,466
T115R10W6,440
T115R11W4,342
T115R11W5,469
T115R11W6,441
T115R12W4,341
T115R12W5,468
T115R12W6,444
T115R13W4,334
T115R13W5,446
T115R14W4,335
T115R14W5,450
T115R15W4,337
T115R15W5,447
T115R16W4,351
T115R16W5,435
T115R17W4,366
T115R17W5,422
T115R18W4,367
T115R18W5,410
T115R19W4,375
T115R19W5,408
T115R20W4,389
T115R20W5,408
T115R21W4,391
T115R21W5,413
T115R22W4,394
T115R22W5,417
T115R23W4,396
T115R23W5,417
T115R24W4,399
T115R24W5,421
T116R01W4,357
T116R01W5,400
T116R01W6,415
T116R02W4,357
T116R02W5,413
T116R02W6,412
T116R03W4,357
T116R03W5,438
T116R03W6,410
T116R04W4,357
T116R04W5,438
T116R04W6,414
T116R05W4,357
T116R05W5,444
T116R05W6,419
T116R06W4,356
T116R06W5,443
T116R06W6,433
T116R07W4,353
T116R07W5,442
T116R07W6,438
T116R08W4,351
T116R08W5,450
T116R08W6,437
T116R09W4,349
T116R09W5,456
T116R09W6,438
T116R10W4,347
T116R10W5,457
T116R10W6,436
T116R11W4,345
T116R11W5,469
T116R11W6,436
T116R12W4,342
T116R12W5,455
T116R12W6,448
T116R13W4,335
T116R13W5,451
T116R14W4,336
T116R14W5,451
T116R15W4,337
T116R15W5,447
T116R16W4,348
T116R16W5,429
T116R17W4,363
T116R17W5,411
T116R18W4,365
T116R18W5,408
T116R19W4,377
T116R19W5,404
T116R20W4,377
T116R20W5,398
T116R21W4,379
T116R21W5,402
T116R22W4,384
T116R22W5,405
T116R23W4,389
T116R23W5,409
T116R24W4,394
T116R24W5,413
T117R01W4,357
T117R01W5,410
T117R01W6,407
T117R02W4,357
T117R02W5,418
T117R02W6,407
T117R03W4,357
T117R03W5,426
T117R03W6,411
T117R04W4,357
T117R04W5,441
T117R04W6,413
T117R05W4,356
T117R05W5,437
T117R05W6,419
T117R06W4,355
T117R06W5,437
T117R06W6,430
T117R07W4,354
T117R07W5,437
T117R07W6,434
T117R08W4,354
T117R08W5,446
T117R08W6,434
T117R09W4,354
T117R09W5,448
T117R09W6,434
T117R10W4,348
T117R10W5,448
T117R10W6,436
T117R11W4,353
T117R11W5,460
T117R11W6,433
T117R12W4,334
T117R12W5,455
T117R12W6,449
T117R13W4,332
T117R13W5,454
T117R14W4,332
T117R14W5,447
T117R15W4,334
T117R15W5,439
T117R16W4,347
T117R16W5,427
T117R17W4,356
T117R17W5,418
T117R18W4,356
T117R18W5,413
T117R19W4,371
T117R19W5,410
T117R20W4,382
T117R20W5,398
T117R21W4,384
T117R21W5,399
T117R22W4,387
T117R22W5,402
T117R23W4,392
T117R23W5,404
T117R24W4,397
T117R24W5,406
T118R01W4,357
T118R01W5,424
T118R01W6,407
T118R02W4,357
T118R02W5,429
T118R02W6,406
T118R03W4,357
T118R03W5,428
T118R03W6,407
T118R04W4,354
T118R04W5,438
T118R04W6,414
T118R05W4,354
T118R05W5,433
T118R05W6,420
T118R06W4,355
T118R06W5,431
T118R06W6,430
T118R07W4,355
T118R07W5,431
T118R07W6,434
T118R08W4,354
T118R08W5,436
T118R08W6,434
T118R09W4,354
T118R09W5,445
T118R09W6,434
T118R10W4,354
T118R10W5,444
T118R10W6,435
T118R11W4,351
T118R11W5,451
T118R11W6,436
T118R12W4,342
T118R12W5,455
T118R12W6,449
T118R13W4,331
T118R13W5,448
T118R14W4,331
T118R14W5,444
T118R15W4,327
T118R15W5,433
T118R16W4,336
T118R16W5,423
T118R17W4,352
T118R17W5,416
T118R18W4,356
T118R18W5,413
T118R19W4,376
T118R19W5,382
T118R20W4,387
T118R20W5,387
T118R21W4,390
T118R21W5,390
T118R22W4,396
T118R22W5,394
T118R23W4,397
T118R23W5,398
T118R24W4,422
T118R24W5,406
T119R01W4,356
T119R01W5,425
T119R01W6,407
T119R02W4,357
T119R02W5,428
T119R02W6,407
T119R03W4,354
T119R03W5,431
T119R03W6,407
T119R04W4,354
T119R04W5,440
T119R04W6,413
T119R05W4,354
T119R05W5,430
T119R05W6,423
T119R06W4,355
T119R06W5,427
T119R06W6,431
T119R07W4,355
T119R07W5,429
T119R07W6,438
T119R08W4,355
T119R08W5,433
T119R08W6,439
T119R09W4,352
T119R09W5,436
T119R09W6,442
T119R10W4,351
T119R10W5,436
T119R10W6,442
T119R11W4,351
T119R11W5,446
T119R11W6,452
T119R12W4,348
T119R12W5,473
T119R12W6,452
T119R13W4,349
T119R13W5,442
T119R14W4,346
T119R14W5,439
T119R15W4,347
T119R15W5,428
T119R16W4,347
T119R16W5,421
T119R17W4,350
T119R17W5,416
T119R18W4,359
T119R18W5,383
T119R19W4,375
T119R19W5,387
T119R20W4,378
T119R20W5,389
T119R21W4,391
T119R21W5,392
T119R22W4,423
T119R22W5,396
T119R23W4,424
T119R23W5,400
T119R24W4,425
T119R24W5,407
T120R01W4,364
T120R01W5,425
T120R01W6,408
T120R02W4,358
T120R02W5,429
T120R02W6,407
T120R03W4,358
T120R03W5,435
T120R03W6,407
T120R04W4,358
T120R04W5,449
T120R04W6,418
T120R05W4,358
T120R05W5,431
T120R05W6,428
T120R06W4,354
T120R06W5,429
T120R06W6,436
T120R07W4,354
T120R07W5,432
T120R07W6,442
T120R08W4,352
T120R08W5,434
T120R08W6,450
T120R09W4,350
T120R09W5,438
T120R09W6,451
T120R10W4,350
T120R10W5,425
T120R10W6,453
T120R11W4,349
T120R11W5,412
T120R11W6,459
T120R12W4,349
T120R12W5,435
T120R12W6,458
T120R13W4,348
T120R13W5,408
T120R14W4,347
T120R14W5,405
T120R15W4,347
T120R15W5,401
T120R16W4,346
T120R16W5,370
T120R17W4,345
T120R17W5,379
T120R18W4,350
T120R18W5,385
T120R19W4,360
T120R19W5,390
T120R20W4,376
T120R20W5,393
T120R21W4,409
T120R21W5,398
T120R22W4,422
T120R22W5,401
T120R23W4,422
T120R23W5,403
T120R24W4,424
T120R24W5,408
T121R01W4,364
T121R01W5,426
T121R01W6,410
T121R02W4,358
T121R02W5,432
T121R02W6,409
T121R03W4,358
T121R03W5,434
T121R03W6,408
T121R04W4,355
T121R04W5,461
T121R04W6,420
T121R05W4,354
T121R05W5,450
T121R05W6,427
T121R06W4,354
T121R06W5,432
T121R06W6,440
T121R07W4,353
T121R07W5,444
T121R07W6,447
T121R08W4,352
T121R08W5,445
T121R08W6,452
T121R09W4,351
T121R09W5,445
T121R09W6,454
T121R10W4,351
T121R10W5,426
T121R10W6,454
T121R11W4,349
T121R11W5,414
T121R11W6,461
T121R12W4,349
T121R12W5,403
T121R12W6,460
T121R13W4,347
T121R13W5,385
T121R14W4,347
T121R14W5,375
T121R15W4,347
T121R15W5,374
T121R16W4,346
T121R16W5,374
T121R17W4,346
T121R17W5,380
T121R18W4,345
T121R18W5,384
T121R19W4,350
T121R19W5,394
T121R20W4,393
T121R20W5,397
T121R21W4,403
T121R21W5,403
T121R22W4,409
T121R22W5,405
T121R23W4,420
T121R23W5,403
T121R24W4,422
T121R24W5,410
T122R01W4,364
T122R01W5,421
T122R01W6,411
T122R02W4,359
T122R02W5,428
T122R02W6,410
T122R03W4,354
T122R03W5,444
T122R03W6,409
T122R04W4,353
T122R04W5,457
T122R04W6,422
T122R05W4,353
T122R05W5,452
T122R05W6,429
T122R06W4,353
T122R06W5,449
T122R06W6,442
T122R07W4,352
T122R07W5,455
T122R07W6,448
T122R08W4,352
T122R08W5,448
T122R08W6,451
T122R09W4,351
T122R09W5,442
T122R09W6,454
T122R10W4,349
T122R10W5,429
T122R10W6,454
T122R11W4,349
T122R11W5,417
T122R11W6,461
T122R12W4,348
T122R12W5,400
T122R12W6,460
T122R13W4,348
T122R13W5,384
T122R14W4,347
T122R14W5,381
T122R15W4,347
T122R15W5,376
T122R16W4,346
T122R16W5,374
T122R17W4,346
T122R17W5,381
T122R18W4,346
T122R18W5,385
T122R19W4,347
T122R19W5,394
T122R20W4,381
T122R20W5,399
T122R21W4,389
T122R21W5,404
T122R22W4,403
T122R22W5,406
T122R23W4,408
T122R23W5,405
T122R24W4,418
T122R24W5,411
T123R01W4,359
T123R01W5,413
T123R01W6,411
T123R02W4,354
T123R02W5,418
T123R02W6,410
T123R03W4,354
T123R03W5,438
T123R03W6,410
T123R04W4,353
T123R04W5,453
T123R04W6,430
T123R05W4,352
T123R05W5,454
T123R05W6,438
T123R06W4,352
T123R06W5,453
T123R06W6,448
T123R07W4,352
T123R07W5,452
T123R07W6,448
T123R08W4,351
T123R08W5,447
T123R08W6,451
T123R09W4,350
T123R09W5,438
T123R09W6,451
T123R10W4,350
T123R10W5,425
T123R10W6,453
T123R11W4,349
T123R11W5,412
T123R11W6,461
T123R12W4,348
T123R12W5,398
T123R12W6,457
T123R13W4,348
T123R13W5,383
T123R14W4,348
T123R14W5,381
T123R15W4,348
T123R15W5,381
T123R16W4,347
T123R16W5,379
T123R17W4,347
T123R17W5,385
T123R18W4,346
T123R18W5,385
T123R19W4,346
T123R19W5,395
T123R20W4,349
T123R20W5,400
T123R21W4,387
T123R21W5,404
T123R22W4,389
T123R22W5,404
T123R23W4,400
T123R23W5,411
T124R01W4,359
T124R01W5,397
T124R01W6,411
T124R02W4,354
T124R02W5,412
T124R02W6,411
T124R03W4,351
T124R03W5,435
T124R03W6,411
T124R04W4,352
T124R04W5,434
T124R04W6,419
T124R05W4,352
T124R05W5,446
T124R05W6,433
T124R06W4,351
T124R06W5,449
T124R06W6,447
T124R07W4,351
T124R07W5,450
T124R07W6,448
T124R08W4,351
T124R08W5,443
T124R08W6,452
T124R09W4,350
T124R09W5,437
T124R09W6,453
T124R10W4,350
T124R10W5,423
T124R10W6,454
T124R11W4,348
T124R11W5,406
T124R11W6,461
T124R12W4,348
T124R12W5,400
T124R12W6,457
T124R13W4,348
T124R13W5,387
T124R14W4,349
T124R14W5,381
T124R15W4,349
T124R15W5,381
T124R16W4,348
T124R16W5,382
T124R17W4,347
T124R17W5,385
T124R18W4,346
T124R18W5,390
T124R19W4,346
T124R19W5,398
T124R20W4,349
T124R20W5,404
T124R21W4,383
T124R21W5,409
T124R22W4,387
T124R22W5,403
T124R23W4,387
T124R23W5,405
T125R01W4,355
T125R01W5,389
T125R01W6,412
T125R02W4,351
T125R02W5,398
T125R02W6,411
T125R03W4,351
T125R03W5,420
T125R03W6,414
T125R04W4,351
T125R04W5,427
T125R04W6,416
T125R05W4,348
T125R05W5,443
T125R05W6,447
T125R06W4,351
T125R06W5,446
T125R06W6,447
T125R07W4,351
T125R07W5,449
T125R07W6,447
T125R08W4,351
T125R08W5,438
T125R08W6,451
T125R09W4,351
T125R09W5,426
T125R09W6,451
T125R10W4,350
T125R10W5,416
T125R10W6,451
T125R11W4,348
T125R11W5,408
T125R11W6,462
T125R12W4,348
T125R12W5,404
T125R12W6,457
T125R13W4,349
T125R13W5,403
T125R14W4,350
T125R14W5,387
T125R15W4,350
T125R15W5,389
T125R16W4,350
T125R16W5,385
T125R17W4,349
T125R17W5,385
T125R18W4,347
T125R18W5,389
T125R19W4,347
T125R19W5,394
T125R20W4,350
T125R20W5,402
T125R21W4,385
T125R21W5,405
T125R22W4,387
T125R22W5,405
T125R23W4,386
T125R23W5,410
T126R01W4,356
T126R01W5,389
T126R01W6,403
T126R02W4,355
T126R02W5,408
T126R02W6,403
T126R03W4,355
T126R03W5,417
T126R03W6,411
T126R04W4,352
T126R04W5,423
T126R04W6,415
T126R05W4,352
T126R05W5,434
T126R05W6,445
T126R06W4,351
T126R06W5,439
T126R06W6,445
T126R07W4,351
T126R07W5,449
T126R07W6,444
T126R08W4,351
T126R08W5,421
T126R08W6,445
T126R09W4,352
T126R09W5,418
T126R09W6,450
T126R10W4,351
T126R10W5,411
T126R10W6,450
T126R11W4,351
T126R11W5,401
T126R11W6,460
T126R12W4,352
T126R12W5,399
T126R12W6,457
T126R13W4,351
T126R13W5,398
T126R14W4,350
T126R14W5,397
T126R15W4,350
T126R15W5,396
T126R16W4,350
T126R16W5,386
T126R17W4,350
T126R17W5,386
T126R18W4,351
T126R18W5,390
T126R19W4,352
T126R19W5,394
T126R20W4,355
T126R20W5,397
T126R21W4,357
T126R21W5,402
T126R22W4,388
T126R22W5,404
T126R23W4,389
T126R23W5,402
